ID,Segment type,Segment Description,Answer,Count,Percentage,It became a relationship
292883.9123,mobile,"Meridian, Idaho",No,1568.052442,0.406999951,0
292885.5136,mobile,"Meridian, Idaho",No,1080.615356,0.289477789,1
292890.3082,web,"Meridian, Idaho",No,0.0,0.0,0
292881.9896,mobile,"Meridian, Idaho",No,869.4878354,0.225802305,1
292898.3296,gender,"Meridian, Idaho",No,648.1266929,0.33478872600000004,0
292893.1836,gender,"Meridian, Idaho",No,472.80785410000004,0.214872753,0
292897.4912,gender,"Meridian, Idaho",No,361.9651768,0.201771957,0
292900.3529,gender,"Meridian, Idaho",No,809.2549857999999,0.47734409,1
292898.8016,gender,"Meridian, Idaho",No,934.3970413999999,0.502022077,0
293161.0,university,Yale University,I don't use Tinder,0.0,0.0,1
292882.3968,mobile,"Meridian, Idaho",No,1615.5264,0.419314015,0
292889.3761,web,"Meridian, Idaho",No,0.0,0.0,0
292902.1853,gender,"Meridian, Idaho",No,477.0970079,0.291169371,0
292895.7661,gender,"Meridian, Idaho",No,1124.116759,0.522764766,0
293393.0,university,University of Minnesota,No,1.0,0.25,0
293433.0,university,Florida State University,Yes,0.0,0.0,1
293209.0,university,Butler University,I don't use Tinder,17.0,0.25,1
293013.2519,university,University of Miami,I don't use Tinder,22.39546474,0.223146097,1
293137.0,university,University of Mississippi,I don't use Tinder,0.0,0.0,1
292899.8766,mobile,"Meridian, Idaho",No,818.1601,0.47063859999999996,1
293061.8241,university,University of Southern California,No,40.62806102,0.601052614,1
292988.9987,university,University of Oregon,Yes,1.499973702,0.316509651,1
293353.0,university,Lehigh University,I don't use Tinder,1.0,0.33299999999999996,0
292889.7537,gender,"Meridian, Idaho",No,1068.588264,0.348446253,0
292891.3574,mobile,"Meridian, Idaho",No,973.8315605,0.363185739,1
292898.1978,mobile,"Meridian, Idaho",No,848.8361913999998,0.44946430200000004,1
292899.7401,gender,"Meridian, Idaho",No,547.5121196,0.284574505,0
293433.2737,university,Union College,Yes,0.0,0.0,1
293313.0,university,"University of California, Santa Cruz",Yes,2.0,0.667,1
292887.4655,web,"Meridian, Idaho",No,0.0,0.0,0
292890.6966,web,"Meridian, Idaho",No,0.0,0.0,0
292883.5071,mobile,"Meridian, Idaho",No,980.647725,0.254635587,1
292890.6142,web,"Meridian, Idaho",No,0.0,0.0,0
292888.2641,web,"Meridian, Idaho",No,0.0,0.0,0
292895.436,gender,"Meridian, Idaho",No,534.1168387,0.241013476,0
292889.9653,web,"Meridian, Idaho",No,0.0,0.0,0
292890.64,web,"Meridian, Idaho",No,0.0,0.0,0
292898.9892,gender,"Meridian, Idaho",No,684.8957723999999,0.372382225,0
292899.0107,gender,"Meridian, Idaho",No,325.51132060000003,0.19831321699999999,0
292897.7292,gender,"Meridian, Idaho",No,1001.4275449999999,0.509350745,0
292888.7917,web,"Meridian, Idaho",No,0.0,0.0,0
293125.0,university,University of North Carolina,I don't use Tinder,3.0,0.25,1
292889.4831,web,"Meridian, Idaho",No,0.0,0.0,0
292895.036,gender,"Meridian, Idaho",No,480.95854230000003,0.23376753,0
292887.2912,web,"Meridian, Idaho",No,0.0,0.0,0
292881.1553,mobile,"Meridian, Idaho",No,888.0081652999999,0.23060621399999998,0
292888.8623,web,"Meridian, Idaho",No,0.0,0.0,0
292888.7634,web,"Meridian, Idaho",No,0.0,0.0,0
292893.0357,gender,"Meridian, Idaho",No,472.910989,0.21341083800000002,0
292888.8073,web,"Meridian, Idaho",No,0.0,0.0,0
293670.8481,university,"Westport, CT",Yes,2.179324739,0.31109860699999997,1
292895.0988,gender,"Meridian, Idaho",No,525.5204769,0.237136686,0
292892.4665,gender,"Meridian, Idaho",No,1122.061616,0.44129200799999996,0
293205.0,university,Butler University,Yes,7.0,0.10300000000000001,0
293319.0,university,Rice University ,Yes,1.0,0.16699999999999998,0
292887.2754,web,"Meridian, Idaho",No,0.0,0.0,0
292883.3437,mobile,"Meridian, Idaho",No,1817.9411260000002,0.471817493,0
292881.4072,mobile,"Meridian, Idaho",No,1035.629192,0.268896992,0
292900.4795,gender,"Meridian, Idaho",No,540.3650809,0.291475094,0
292895.8909,gender,"Meridian, Idaho",No,1116.320717,0.521912398,0
293257.5388,university,Williams College,I don't use Tinder,2.985032279,0.250538838,1
293187.0,university,University of Washington,Yes,0.0,0.0,0
292898.2334,gender,"Meridian, Idaho",No,562.0771533,0.27051171399999996,0
292897.5148,gender,"Meridian, Idaho",No,491.8651598,0.259051052,0
292882.7681,mobile,"Meridian, Idaho",No,926.5164419,0.24059470800000002,1
292888.4782,web,"Meridian, Idaho",No,0.0,0.0,0
292887.3019,web,"Meridian, Idaho",No,0.0,0.0,0
292901.8495,gender,"Meridian, Idaho",No,510.93788330000007,0.303265093,0
292884.5135,mobile,"Meridian, Idaho",No,1054.363141,0.27375631,1
292890.6433,mobile,"Meridian, Idaho",No,986.8794437000001,0.354179385,1
292981.0,university,Santa Clara University,I don't use Tinder,1.0,0.2,0
293301.0,university,Quinnipiac University,Yes,0.0,0.0,1
292889.2448,mobile,"Meridian, Idaho",No,1012.434342,0.33654001200000006,1
292889.0661,web,"Meridian, Idaho",No,0.0,0.0,0
292898.1946,mobile,"Meridian, Idaho",No,848.8950214,0.449423695,1
292891.0,web,Web-based respondents,I don't use Tinder,0.0,0.0,0
292885.5749,mobile,"Meridian, Idaho",No,796.3387882000001,0.27049114,1
292890.7376,web,"Meridian, Idaho",No,0.0,0.0,0
292889.7304,web,"Meridian, Idaho",No,0.0,0.0,0
293585.0,university,Providence College,No,1.0,1.0,1
292899.0,gender,Female respondents,Yes,325.0,0.198,0
292898.2087,gender,"Meridian, Idaho",No,494.918491,0.26612922899999997,0
292890.769,web,"Meridian, Idaho",No,0.0,0.0,0
293533.0,university,Gonzaga University,I don't use Tinder,0.0,0.0,0
293081.0,university,Vanderbilt University,No,63.0,0.643,1
292889.179,web,"Meridian, Idaho",No,0.0,0.0,0
292896.3687,gender,"Meridian, Idaho",No,884.7113537999999,0.417890744,1
292889.7822,web,"Meridian, Idaho",No,0.0,0.0,0
292883.8073,mobile,"Meridian, Idaho",No,1002.6311039999999,0.260337761,1
292895.1055,gender,"Meridian, Idaho",No,420.4145152,0.207736175,0
293539.0,university,Washington State University,I don't use Tinder,6.0,0.231,0
292889.6764,gender,"Meridian, Idaho",No,1011.455151,0.318027168,1
292893.3738,gender,"Meridian, Idaho",No,481.53286460000004,0.217299135,0
292883.1417,mobile,"Meridian, Idaho",No,1906.7054649999998,0.49484169100000003,0
292893.1083,gender,"Meridian, Idaho",No,474.7610364,0.214245173,0
292902.5938,gender,"Meridian, Idaho",No,519.9268721,0.311208537,0
292889.5654,web,"Meridian, Idaho",No,0.0,0.0,0
292898.3386,gender,"Meridian, Idaho",No,963.3389648,0.505186393,0
292889.9062,web,"Meridian, Idaho",No,0.0,0.0,0
292901.4321,gender,"Meridian, Idaho",No,531.1564058,0.300366229,0
293315.0,university,"University of California, Santa Cruz",No,1.0,0.33299999999999996,0
292913.0,university,Cornell University,No,95.0,0.49200000000000005,1
293277.0,university,Columbia University,Yes,2.0,0.33299999999999996,1
293334.7915,university,University of Pittsburgh,I don't use Tinder,1.120656991,0.200677205,1
292883.3879,mobile,"Meridian, Idaho",No,971.9133813,0.25237002399999997,1
292895.863,gender,"Meridian, Idaho",No,1118.063988,0.522102996,0
292884.7172,mobile,"Meridian, Idaho",No,1069.282385,0.277626148,1
292900.6746,gender,"Meridian, Idaho",No,803.1628023,0.482144224,1
293609.0,university,University of Delaware,No,2.0,0.5,1
292900.7553,gender,"Meridian, Idaho",No,506.1234547,0.292104372,0
292888.9617,web,"Meridian, Idaho",No,0.0,0.0,0
292895.5848,gender,"Meridian, Idaho",No,1135.449242,0.524003784,0
293107.341,university,University of Southern California,No,20.56176213,0.454223011,1
292901.6555,gender,"Meridian, Idaho",No,451.798419,0.27567233,0
292901.3157,gender,"Meridian, Idaho",No,435.57417599999997,0.265733919,0
293431.0,university,University of St Andrews,I don't use Tinder,1.0,0.33299999999999996,0
292891.2994,mobile,"Meridian, Idaho",No,795.5114216,0.349936853,1
292917.0,university,Duke University,Yes,0.0,0.0,0
292923.0,university,George Washington University,Yes,1.0,0.25,0
292898.6666,gender,"Meridian, Idaho",No,557.8891269,0.274555326,0
292889.0096,web,"Meridian, Idaho",No,0.0,0.0,0
292902.2266,gender,"Meridian, Idaho",No,523.4760531000001,0.30778174199999997,0
292889.7461,web,"Meridian, Idaho",No,0.0,0.0,0
292897.2015,mobile,"Meridian, Idaho",No,867.0421206,0.436897585,1
292897.6843,gender,"Meridian, Idaho",No,1004.23314,0.50965749,0
293653.0,university,University of Dayton,I don't use Tinder,0.0,0.0,0
293369.0,university,Vassar College,No,1.0,0.5,1
293701.0,university,"Westport, CT",I don't use Tinder,1.0,1.0,0
292888.085,web,"Meridian, Idaho",No,0.0,0.0,0
292883.9847,mobile,"Meridian, Idaho",No,796.5686145,0.24842266600000001,1
292898.3625,gender,"Meridian, Idaho",No,560.8291297000001,0.271716702,0
292889.5699,web,"Meridian, Idaho",No,0.0,0.0,0
293343.0,university,Louisiana State University,Yes,2.0,0.25,0
292896.2994,gender,"Meridian, Idaho",No,486.51716860000005,0.246653436,0
292894.1282,gender,"Meridian, Idaho",No,1154.815778,0.49816304299999997,0
292959.74199999997,university,"University of California, Berkeley",No,2.379033772,0.576789962,1
293445.0,university,Union College,Yes,1.0,0.111,1
293371.0,university,Vassar College,I don't use Tinder,0.0,0.0,0
293681.4446,university,Whatsgoodly University,I don't use Tinder,0.907403835,0.100721826,1
292899.3484,gender,"Meridian, Idaho",No,551.2984117999999,0.280918775,0
292894.3341,gender,"Meridian, Idaho",No,1158.873242,0.505208016,0
292889.3942,web,"Meridian, Idaho",No,0.0,0.0,0
292884.2555,mobile,"Meridian, Idaho",No,1035.466882,0.26885489100000004,1
292890.2555,web,"Meridian, Idaho",No,0.0,0.0,0
292898.4396,mobile,"Meridian, Idaho",No,844.4178622999999,0.45251407200000004,1
293593.2541,university,"University of Wisconsin, Eau Claire",Yes,0.0,0.0,1
292890.9518,web,"Meridian, Idaho",No,0.0,0.0,0
292883.7039,mobile,"Meridian, Idaho",No,1659.648045,0.43075853700000005,0
292890.8829,web,"Meridian, Idaho",No,0.0,0.0,0
292890.1775,web,"Meridian, Idaho",No,0.0,0.0,0
292884.3963,mobile,"Meridian, Idaho",No,1045.776075,0.271528948,1
293707.0,university,Centre College,I don't use Tinder,1.0,0.25,0
292892.1196,gender,"Meridian, Idaho",No,1115.222961,0.429418055,0
292900.8792,mobile,"Meridian, Idaho",No,794.1268645,0.482885338,1
292881.2415,mobile,"Meridian, Idaho",No,938.5368576999999,0.24371263199999998,0
292888.3812,gender,"Meridian, Idaho",No,1035.984244,0.298700282,1
293039.0,university,"University of California, Santa Barbara",No,34.0,0.45299999999999996,0
293517.0,university,Illinois State,Yes,0.0,0.0,1
292898.4464,gender,"Meridian, Idaho",No,338.562245,0.199383903,0
292889.1123,web,"Meridian, Idaho",No,0.0,0.0,0
293221.3946,university,University of Mississippi,Yes,6.056302862000001,0.43936821600000003,1
292887.789,web,"Meridian, Idaho",No,0.0,0.0,0
293149.0,university,Texas A&M University,I don't use Tinder,12.0,0.222,0
292890.4387,web,"Meridian, Idaho",No,0.0,0.0,0
292893.729,gender,"Meridian, Idaho",No,454.13841569999994,0.211177389,0
292893.2375,gender,"Meridian, Idaho",No,1137.25915,0.46767948,0
292888.0859,web,"Meridian, Idaho",No,0.0,0.0,0
292881.9623,mobile,"Meridian, Idaho",No,1360.9252060000001,0.353274115,0
293751.0,university,Roger Williams University,Yes,0.0,0.0,0
292900.3112,gender,"Meridian, Idaho",No,840.0472721000001,0.49170650200000005,0
292887.0082,web,"Meridian, Idaho",No,0.0,0.0,0
293147.0,university,Texas A&M University,No,29.0,0.537,0
292884.3635,mobile,"Meridian, Idaho",No,1369.750588,0.35556329299999995,0
292889.0088,gender,"Meridian, Idaho",No,1053.904464,0.32295077899999997,0
292895.9253,gender,"Meridian, Idaho",No,400.3303938,0.205686775,0
293503.0,university,College of William and Mary,I don't use Tinder,6.0,0.375,0
292891.88300000003,gender,"Meridian, Idaho",No,1110.5601869999998,0.42132208200000004,0
293406.0963,university,Vassar College,No,1.030452965,0.984773518,1
292882.9759,mobile,"Meridian, Idaho",No,1954.893547,0.5073409879999999,0
292899.065,mobile,"Meridian, Idaho",No,832.9895323,0.46040252299999995,1
292887.1534,web,"Meridian, Idaho",No,0.0,0.0,0
293288.9554,university,"University of California, Santa Cruz",Yes,1.0037195490000002,0.167119305,1
293595.965,university,Washington State University,No,1.0,1.0,1
292888.4183,web,"Meridian, Idaho",No,0.0,0.0,0
293513.0,university,University of Tennessee,No,1.0,0.25,0
292894.5968,mobile,"Meridian, Idaho",No,795.0348522,0.39569819100000003,1
293173.0,university,Carnegie Mellon University,I don't use Tinder,0.0,0.0,1
293025.0,university,"University of California, Davis",Yes,3.0,0.17600000000000002,1
292891.2513,mobile,"Meridian, Idaho",No,795.5183718999999,0.349269471,1
292890.4666,web,"Meridian, Idaho",No,0.0,0.0,0
293299.0,university,University of Richmond,I don't use Tinder,7.0,0.389,0
292890.9565,gender,"Meridian, Idaho",No,1092.297217,0.38961209700000005,0
292896.903,gender,"Meridian, Idaho",No,571.5266719,0.25788457800000003,0
292895.6149,mobile,"Meridian, Idaho",No,896.0343161000001,0.41688560399999997,1
292890.0021,web,"Meridian, Idaho",No,0.0,0.0,0
293001.3078,university,University of Southern California,No,10.89757148,0.44461565299999994,1
292883.4328,mobile,"Meridian, Idaho",No,975.2034970000001,0.253223433,1
293303.7452,university,University of Georgia,I don't use Tinder,0.0,0.0,1
292890.0565,web,"Meridian, Idaho",No,0.0,0.0,0
292890.044,web,"Meridian, Idaho",No,0.0,0.0,0
293303.0,university,Quinnipiac University,No,2.0,1.0,0
293749.0,university,University of Tampa,I don't use Tinder,0.0,0.0,1
292891.6783,gender,"Meridian, Idaho",No,1106.5246949999998,0.414315259,0
292881.5819,mobile,"Meridian, Idaho",No,1138.0104410000001,0.29545322,0
292899.4826,gender,"Meridian, Idaho",No,712.4035946,0.400506814,0
293539.9337,university,University of Notre Dame,I don't use Tinder,1.0,0.810279292,1
293725.0,university,University of Kentucky,I don't use Tinder,0.0,0.0,1
292890.7055,gender,"Meridian, Idaho",No,1087.349248,0.38102094,0
293615.0,university,Massachusetts Institute of Technology,No,1.0,0.5,0
292893.0998,gender,"Meridian, Idaho",No,474.5443619,0.21414745699999999,0
292887.7623,web,"Meridian, Idaho",No,0.0,0.0,0
292895.2815,mobile,"Meridian, Idaho",No,794.9358887999999,0.40520089299999995,1
293097.0,university,"University of California, San Diego",Yes,1.0,1.0,1
292893.3911,mobile,"Meridian, Idaho",No,936.6697886,0.388836804,1
292888.393,web,"Meridian, Idaho",No,0.0,0.0,0
292890.3207,web,"Meridian, Idaho",No,0.0,0.0,0
292888.6008,web,"Meridian, Idaho",No,0.0,0.0,0
292894.5625,gender,"Meridian, Idaho",No,1163.375978,0.513026114,0
292883.6793,mobile,"Meridian, Idaho",No,1670.4643119999998,0.43356412200000005,0
293657.4703,university,Whatsgoodly University,I don't use Tinder,0.7908429709999999,0.7908429709999999,1
292896.6391,gender,"Meridian, Idaho",No,564.7962361000001,0.254849283,0
292888.0977,web,"Meridian, Idaho",No,0.0,0.0,0
292885.6642,mobile,"Meridian, Idaho",No,1077.862221,0.29137815100000003,1
292887.8446,web,"Meridian, Idaho",No,0.0,0.0,0
292882.3153,mobile,"Meridian, Idaho",No,1567.774735,0.40692791799999994,0
293063.0,university,University of Oregon,No,4.0,0.8,0
292883.6264,mobile,"Meridian, Idaho",No,989.3862234999999,0.256902229,1
292887.2956,web,"Meridian, Idaho",No,0.0,0.0,0
292888.0211,web,"Meridian, Idaho",No,0.0,0.0,0
292888.8826,web,"Meridian, Idaho",No,0.0,0.0,0
292882.5771,mobile,"Meridian, Idaho",No,1721.174979,0.44671774200000003,0
293559.0,university,Castleton State College,Yes,0.0,0.0,0
292896.8538,gender,"Meridian, Idaho",No,570.2707795,0.257318195,0
292887.9937,web,"Meridian, Idaho",No,0.0,0.0,0
292898.19,mobile,"Meridian, Idaho",No,848.9795275,0.449365364,1
292887.8967,web,"Meridian, Idaho",No,0.0,0.0,0
292894.9918,gender,"Meridian, Idaho",No,1171.839035,0.527720517,0
292888.4596,web,"Meridian, Idaho",No,0.0,0.0,0
293308.7614,university,University of Missouri,No,7.05964124,0.610226657,1
292901.7122,gender,"Meridian, Idaho",No,454.50934739999997,0.277332951,0
292887.7248,web,"Meridian, Idaho",No,0.0,0.0,0
292896.6115,gender,"Meridian, Idaho",No,487.8906668000001,0.249837455,0
292898.0376,gender,"Meridian, Idaho",No,348.5778498,0.200405903,0
292896.5632,gender,"Meridian, Idaho",No,487.6781642,0.249344835,0
292896.7605,gender,"Meridian, Idaho",No,877.2917505,0.423736775,1
293499.0,university,College of William and Mary,Yes,3.0,0.188,0
292898.2915,gender,"Meridian, Idaho",No,646.0034887999999,0.332617917,0
292892.1797,mobile,"Meridian, Idaho",No,795.3841999,0.36215299100000004,1
292897.5926,gender,"Meridian, Idaho",No,607.036625,0.292777357,0
292895.0938,mobile,"Meridian, Idaho",No,905.5554602,0.410313596,1
292902.0721,gender,"Meridian, Idaho",No,524.9692545,0.30634003,0
292889.6605,web,"Meridian, Idaho",No,0.0,0.0,0
292892.9281,gender,"Meridian, Idaho",No,1131.1603109999999,0.45709006799999996,0
292888.8382,gender,"Meridian, Idaho",No,1050.540745,0.31711035600000004,0
292881.8958,mobile,"Meridian, Idaho",No,1321.96426,0.343168204,0
293119.0,university,Texas Tech University,I don't use Tinder,5.0,0.385,0
292887.9754,web,"Meridian, Idaho",No,0.0,0.0,0
292889.0682,mobile,"Meridian, Idaho",No,1015.661752,0.334312279,1
292890.5543,web,"Meridian, Idaho",No,0.0,0.0,0
292889.4547,web,"Meridian, Idaho",No,0.0,0.0,0
292898.5233,gender,"Meridian, Idaho",No,658.9222357000001,0.345826322,0
292894.7229,mobile,"Meridian, Idaho",No,912.3327188999999,0.405635565,1
292886.5539,mobile,"Meridian, Idaho",No,1061.604943,0.302599804,1
292890.6941,web,"Meridian, Idaho",No,0.0,0.0,0
292883.165,mobile,"Meridian, Idaho",No,796.6870856,0.237046785,1
292893.7949,mobile,"Meridian, Idaho",No,929.2899422,0.39393077299999996,1
293243.0,university,Williams College,No,0.0,0.0,0
292883.0858,mobile,"Meridian, Idaho",No,1931.269636,0.501213285,0
292887.7577,web,"Meridian, Idaho",No,0.0,0.0,0
292888.4927,web,"Meridian, Idaho",No,0.0,0.0,0
292895.7969,gender,"Meridian, Idaho",No,1122.194375,0.522554585,0
292883.8034,mobile,"Meridian, Idaho",No,1615.893802,0.419409314,0
292889.0913,web,"Meridian, Idaho",No,0.0,0.0,0
292891.6031,gender,"Meridian, Idaho",No,1105.042309,0.41174139299999996,0
292884.3795,mobile,"Meridian, Idaho",No,1362.693695,0.353732836,0
292900.6437,gender,"Meridian, Idaho",No,803.7477598999999,0.481683326,1
292882.0447,mobile,"Meridian, Idaho",No,1409.1982990000001,0.365795463,0
292882.3707,mobile,"Meridian, Idaho",No,897.4055573999999,0.233043762,1
293134.6045,university,University of Mississippi,Yes,1.197735317,0.39944472799999997,1
292892.9806,mobile,"Meridian, Idaho",No,795.2684417,0.373268366,1
292888.0153,web,"Meridian, Idaho",No,0.0,0.0,0
292883.4944,mobile,"Meridian, Idaho",No,979.7179775000001,0.254394424,1
292895.5363,gender,"Meridian, Idaho",No,483.1595311000001,0.23886982199999998,0
293069.1163,university,Vanderbilt University,No,7.542537565,0.699447774,1
292890.2808,web,"Meridian, Idaho",No,0.0,0.0,0
292901.9592,gender,"Meridian, Idaho",No,511.42053430000004,0.304383966,0
293241.0,university,Williams College,Yes,0.0,0.0,0
292887.4183,web,"Meridian, Idaho",No,0.0,0.0,0
292893.9828,mobile,"Meridian, Idaho",No,925.8575132000001,0.396300021,1
292895.3351,gender,"Meridian, Idaho",No,904.2870967,0.402466686,1
292896.726,gender,"Meridian, Idaho",No,567.0135134,0.255849232,0
292883.1655,mobile,"Meridian, Idaho",No,955.6245726,0.24814494,1
292887.9637,web,"Meridian, Idaho",No,0.0,0.0,0
292882.6914,mobile,"Meridian, Idaho",No,920.8979085000001,0.239137341,1
293722.8538,university,"Westport, CT",Yes,0.0,0.0,1
292896.0827,gender,"Meridian, Idaho",No,550.6087986,0.248451027,0
292887.0241,web,"Meridian, Idaho",No,0.0,0.0,0
292898.4306,gender,"Meridian, Idaho",No,653.7555599,0.34054380100000003,0
292883.8986,mobile,"Meridian, Idaho",No,1574.072641,0.40856150399999996,0
293387.0,university,University of Buffalo,No,0.0,0.0,0
292882.1716,mobile,"Meridian, Idaho",No,882.8163496,0.22925953100000002,1
293547.0,university,Florida International University,Yes,0.0,0.0,0
292891.9385,gender,"Meridian, Idaho",No,1111.652896,0.42321935299999996,0
292890.5046,web,"Meridian, Idaho",No,0.0,0.0,0
292887.5856,web,"Meridian, Idaho",No,0.0,0.0,0
292882.4972,mobile,"Meridian, Idaho",No,906.6687817,0.23544651,1
292884.0938,mobile,"Meridian, Idaho",No,1488.2881710000001,0.386310242,0
292889.2048,web,"Meridian, Idaho",No,0.0,0.0,0
293003.0,university,University of Pennsylvania,No,60.0,0.556,0
292887.1709,mobile,"Meridian, Idaho",No,1050.330759,0.310381855,1
293165.0,university,Cal Poly San Luis Obispo,No,10.0,0.4,1
292896.8524,gender,"Meridian, Idaho",No,488.9504464,0.252294217,0
292887.2654,web,"Meridian, Idaho",No,0.0,0.0,0
293155.0,university,University of Oklahoma,I don't use Tinder,1.0,0.2,0
292967.0,university,Princeton University,No,1.0,0.5,0
293583.0,university,Providence College,Yes,0.0,0.0,0
293191.0,university,University of Washington,I don't use Tinder,1.0,0.25,0
292902.5659,gender,"Meridian, Idaho",No,520.1963214,0.310948379,0
292883.0324,mobile,"Meridian, Idaho",No,945.8755761,0.24561619,1
293361.0,university,Elon University,Yes,0.0,0.0,1
292896.2844,gender,"Meridian, Idaho",No,886.307008,0.41663350200000004,1
292890.5999,web,"Meridian, Idaho",No,0.0,0.0,0
292882.8256,mobile,"Meridian, Idaho",No,930.7280026000001,0.241687127,1
292887.8636,web,"Meridian, Idaho",No,0.0,0.0,0
292891.0057,mobile,"Meridian, Idaho",No,980.2577274,0.358750051,1
292882.9839,mobile,"Meridian, Idaho",No,942.3192965,0.244693742,1
292895.5243,gender,"Meridian, Idaho",No,1139.231491,0.52441731,0
293762.5937,university,"Westport, CT",Yes,0.0,0.0,1
292882.8008,mobile,"Meridian, Idaho",No,1852.251302,0.480717061,0
292896.9586,mobile,"Meridian, Idaho",No,794.6935093,0.42847475100000004,1
292888.7436,web,"Meridian, Idaho",No,0.0,0.0,0
292890.5162,web,"Meridian, Idaho",No,0.0,0.0,0
292890.4555,web,"Meridian, Idaho",No,0.0,0.0,0
292896.9931,mobile,"Meridian, Idaho",No,870.8492992999999,0.434269665,1
292890.3711,web,"Meridian, Idaho",No,0.0,0.0,0
292887.2196,web,"Meridian, Idaho",No,0.0,0.0,0
292896.0844,gender,"Meridian, Idaho",No,550.6510829,0.248470096,0
292901.015,gender,"Meridian, Idaho",No,421.2158334,0.256938495,0
292898.7775,gender,"Meridian, Idaho",No,556.8179415,0.275589574,0
293156.6289,university,University of Mississippi,Yes,1.507731758,0.8309253240000001,1
292891.2117,gender,"Meridian, Idaho",No,982.3778797,0.340937641,1
292887.8435,mobile,"Meridian, Idaho",No,796.0109089,0.301974894,1
292890.5815,web,"Meridian, Idaho",No,0.0,0.0,0
292887.1974,web,"Meridian, Idaho",No,0.0,0.0,0
292893.1287,gender,"Meridian, Idaho",No,468.8464892,0.212678213,0
292927.0,university,George Washington University,I don't use Tinder,0.0,0.0,0
292890.3965,web,"Meridian, Idaho",No,0.0,0.0,0
292894.7944,gender,"Meridian, Idaho",No,914.5260480000001,0.394399244,1
292888.2972,web,"Meridian, Idaho",No,0.0,0.0,0
292897.6612,gender,"Meridian, Idaho",No,860.2320106000001,0.437178432,1
292900.4,mobile,"Meridian, Idaho",No,808.5953541,0.47724070399999996,1
292939.0,university,Harvard University,I don't use Tinder,0.0,0.0,0
293245.0,university,Williams College,I don't use Tinder,1.0,1.0,1
292881.5058,mobile,"Meridian, Idaho",No,834.0478496000001,0.21660968100000003,1
292888.8499,web,"Meridian, Idaho",No,0.0,0.0,0
292891.413,mobile,"Meridian, Idaho",No,795.4950142999999,0.351512328,1
293491.0,university,Iowa State University,I don't use Tinder,0.0,0.0,0
292899.3852,gender,"Meridian, Idaho",No,550.9430575,0.281261876,0
292887.1566,web,"Meridian, Idaho",No,0.0,0.0,0
293379.0,university,University of Chicago,Yes,2.0,0.4,0
292900.7905,gender,"Meridian, Idaho",No,810.0914809,0.488431335,0
292884.4908,mobile,"Meridian, Idaho",No,1313.795093,0.341049239,0
292884.961,mobile,"Meridian, Idaho",No,1107.153102,0.287449269,0
292884.6126,mobile,"Meridian, Idaho",No,1061.622847,0.275639373,1
292899.8291,mobile,"Meridian, Idaho",No,794.2786361000001,0.468311866,1
292897.7496,gender,"Meridian, Idaho",No,1000.1528710000001,0.509211381,0
292888.438,gender,"Meridian, Idaho",No,1042.653864,0.303416368,0
292889.5365,web,"Meridian, Idaho",No,0.0,0.0,0
292887.951,web,"Meridian, Idaho",No,0.0,0.0,0
293437.0,university,Florida State University,I don't use Tinder,1.0,1.0,0
292889.3243,web,"Meridian, Idaho",No,0.0,0.0,0
292907.0,university,Chapman University,No,31.0,0.49200000000000005,0
292899.6889,gender,"Meridian, Idaho",No,548.0077157000001,0.284095999,0
293670.4637,university,University of Central Oklahoma,No,0.01742504,0.01742504,1
292884.6063,mobile,"Meridian, Idaho",No,796.4787813999999,0.257048657,1
292889.1977,web,"Meridian, Idaho",No,0.0,0.0,0
292883.3365,mobile,"Meridian, Idaho",No,796.6622987000001,0.23942688199999998,1
292887.6964,web,"Meridian, Idaho",No,0.0,0.0,0
292887.76300000004,web,"Meridian, Idaho",No,0.0,0.0,0
293731.4675,university,University of Tampa,I don't use Tinder,0.0,0.0,1
292886.3042,mobile,"Meridian, Idaho",No,1066.169075,0.299449393,1
292896.4558,gender,"Meridian, Idaho",No,1081.0110029999998,0.51805187,0
292890.0371,web,"Meridian, Idaho",No,0.0,0.0,0
292894.2068,gender,"Meridian, Idaho",No,502.77263150000005,0.22687785300000002,0
293463.0,university,James Madison University,Yes,1.0,1.0,0
292900.7839,gender,"Meridian, Idaho",No,810.5091027999999,0.488476995,0
292895.8819,mobile,"Meridian, Idaho",No,891.1553267999999,0.42025334700000005,1
292888.4433,web,"Meridian, Idaho",No,0.0,0.0,0
292888.7633,web,"Meridian, Idaho",No,0.0,0.0,0
292887.9134,web,"Meridian, Idaho",No,0.0,0.0,0
292896.0505,gender,"Meridian, Idaho",No,397.2639398,0.205373871,0
292883.3052,mobile,"Meridian, Idaho",No,965.8540383999999,0.250798317,1
292894.913,gender,"Meridian, Idaho",No,912.2795635,0.39616928700000004,1
292888.5723,web,"Meridian, Idaho",No,0.0,0.0,0
292887.901,web,"Meridian, Idaho",No,0.0,0.0,0
292896.7307,gender,"Meridian, Idaho",No,567.1318842000001,0.255902614,0
293103.0,university,Miami University (Ohio),Yes,0.0,0.0,0
292895.2712,gender,"Meridian, Idaho",No,416.3565363,0.207322096,0
293163.3305,university,University of Mississippi,Yes,6.889823354,0.627468673,1
292897.4356,gender,"Meridian, Idaho",No,569.789348,0.263065457,0
293071.0,university,University of Southern California,I don't use Tinder,2.0,0.2,0
292883.2155,mobile,"Meridian, Idaho",No,959.2822947999999,0.24909370100000003,1
293183.0,university,University of Denver,No,0.0,0.0,0
